name,ida_name,name_a,toggle_type,all_envs_match_s,class_s,code_owner_s,computed_status_edge_s,computed_status_prod_s,computed_status_stage_s,module_s,newest_modified_s,note_s,oldest_created_s,creation_date_a,default_a,description_a,implementation_a,line_number_a,source_file_a,target_removal_date_a,tickets_a,url_a,use_cases_a,warning_a
FEATURES['ENABLE_CCX_ANALYTICS_DASHBOARD_URL'],lms,FEATURES['ENABLE_CCX_ANALYTICS_DASHBOARD_URL'],django_settings,True,,,False,False,False,,,,,2016-10-07,False,"Display the 'Analytics' tab in the instructor dashboard for CCX courses.
   Note: This has no effect unless ANALYTICS_DASHBOARD_URL is already set, because without that
   setting, the tab does not show up for any courses.",DjangoSetting,"[23, 23, 23, 23, 23, 23, 23]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/13196,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L23-L23,['opt_in'],
FEATURES['ENABLE_CERTIFICATES_IDV_REQUIREMENT'],lms,FEATURES['ENABLE_CERTIFICATES_IDV_REQUIREMENT'],django_settings,True,,,False,False,False,,,,,2022-04-26,False,Whether to enforce ID Verification requirements for couse certificates generation,DjangoSetting,"[1012, 1012, 1012, 1012, 1012, 1012, 1012, 1012]",lms/envs/common.py,None,'https://openedx.atlassian.net/browse/MST-1458',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L1012-L1012,['open_edx'],
FEATURES['ENABLE_CHANGE_USER_PASSWORD_ADMIN'],lms,FEATURES['ENABLE_CHANGE_USER_PASSWORD_ADMIN'],django_settings,True,,,False,False,False,,,,,2020-02-21,False,"Set to True to enable changing a user password through django admin. This is disabled by
   default because enabling allows a method to bypass password policy.",DjangoSetting,"[861, 861, 861, 861, 861, 861, 861]",lms/envs/common.py,,'https://github.com/openedx/edx-platform/pull/21616',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L861-L861,['open_edx'],
FEATURES['ENABLE_COACHING'],lms,,django_settings,False,,,,False,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_COMBINED_LOGIN_REGISTRATION'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_COMBINED_LOGIN_REGISTRATION_FOOTER'],lms,FEATURES['ENABLE_COMBINED_LOGIN_REGISTRATION_FOOTER'],django_settings,True,,,False,False,False,,,,,2016-06-24,False,"Display the standard footer in the login page. This feature can be overridden by a site-
   specific configuration.",DjangoSetting,"[518, 518, 518, 518, 518, 518, 518]",lms/envs/common.py,,https://openedx.atlassian.net/browse/OSPR-1320,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L518-L518,['open_edx'],
FEATURES['ENABLE_CONTENT_LIBRARIES_LTI_TOOL'],lms,FEATURES['ENABLE_CONTENT_LIBRARIES_LTI_TOOL'],django_settings,,,,,,,,,,,2021-08-17,False,"When set to True, Content Libraries in
    Studio can be used as an LTI 1.3 tool by external LTI platforms.",DjangoSetting,"[268, 268, 268, 268, 268, 268, 268]",cms/envs/common.py,,https://github.com/openedx/edx-platform/pull/27411,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L268-L268,['open_edx'],
FEATURES['ENABLE_COOKIE_CONSENT'],lms,FEATURES['ENABLE_COOKIE_CONSENT'],django_settings,True,,,False,False,False,,,,,2017-03-03,False,"Enable header banner for cookie consent using this service:
   https://cookieconsent.insites.com/",DjangoSetting,"[780, 780, 780, 780, 780, 780, 780]",lms/envs/common.py,,https://openedx.atlassian.net/browse/OSPR-1560,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L780-L780,['open_edx'],
FEATURES['ENABLE_CORS_HEADERS'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_COSMETIC_DISPLAY_PRICE'],lms,FEATURES['ENABLE_COSMETIC_DISPLAY_PRICE'],django_settings,True,,,False,False,False,,,,,2014-10-10,False,"Enable the display of ""cosmetic_display_price"", set in a course advanced settings. This
   cosmetic price is used when there is no registration price associated to the course.",DjangoSetting,"[386, 386, 386, 386, 386, 386, 386, 386]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/6876,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L386-L386,['open_edx'],The use case of this feature toggle is uncertain.
FEATURES['ENABLE_COUNTRY_ACCESS'],lms,,django_settings,True,,,,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_COURSEWARE_SEARCH'],lms,FEATURES['ENABLE_COURSEWARE_SEARCH'],django_settings,True,,,False,False,False,,,,,2015-01-29,False,"When enabled, this adds a Search the course widget on the course outline and courseware
   pages for searching courseware data.",DjangoSetting,"[574, 574, 574, 574, 574, 574, 574, 574]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/6506,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L574-L574,['open_edx'],"In order to get this working, your courses data should be indexed in Elasticsearch. You will
   see the search widget on the courseware page only if the DISABLE_COURSE_OUTLINE_PAGE_FLAG is set."
FEATURES['ENABLE_COURSEWARE_SEARCH_FOR_COURSE_STAFF'],lms,FEATURES['ENABLE_COURSEWARE_SEARCH_FOR_COURSE_STAFF'],django_settings,True,,,True,True,True,,,,,2019-12-06,False,"When enabled, this adds a Search the course widget on the course outline and courseware
   pages for searching courseware data but for course staff users only.",DjangoSetting,"[587, 587, 587, 587, 587, 587, 587, 587]",lms/envs/common.py,,https://openedx.atlassian.net/browse/TNL-6931,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L587-L587,['open_edx'],"In order to get this working, your courses data should be indexed in Elasticsearch. If
   ENABLE_COURSEWARE_SEARCH is enabled then the search widget will be visible to all learners and this flag's
   value does not matter in that case. This flag is enabled in devstack by default."
FEATURES['ENABLE_COURSE_ASSESSMENT_GRADE_CHANGE_SIGNAL'],lms,FEATURES['ENABLE_COURSE_ASSESSMENT_GRADE_CHANGE_SIGNAL'],django_settings,False,,,False,True,False,,,,,2020-12-09,False,"Set to True to start sending signals for assessment level grade updates. Notably, the only
   handler of this signal at the time of this writing sends assessment updates to enterprise integrated channels.",DjangoSetting,"[921, 921, 921, 921, 921, 921, 921, 921]",lms/envs/common.py,2021-02-01,https://openedx.atlassian.net/browse/ENT-3818,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L921-L921,['temporary'],
FEATURES['ENABLE_COURSE_DISCOVERY'],lms,FEATURES['ENABLE_COURSE_DISCOVERY'],django_settings,True,,,False,False,False,,,,,2015-04-23,False,"Add a course search widget to the LMS for searching courses. When this is enabled, the
   latest courses are no longer displayed on the LMS landing page. Also, an ""Explore Courses"" item is added to the
   navbar.",DjangoSetting,"[649, 649, 649, 649, 649, 649, 649, 649, 649]",lms/envs/common.py,None,https://github.com/openedx/edx-platform/pull/7845,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L649-L649,['open_edx'],The COURSE_DISCOVERY_MEANINGS setting should be properly defined.
FEATURES['ENABLE_COURSE_FILENAME_CCX_SUFFIX'],lms,FEATURES['ENABLE_COURSE_FILENAME_CCX_SUFFIX'],django_settings,True,,,False,False,False,,,,,2021-03-16,False,"If set to True, CCX ID will be included in the generated filename for CCX courses.",DjangoSetting,"[662, 662, 662, 662, 662, 662, 662, 662, 662]",lms/envs/common.py,None,None,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L662-L662,['open_edx'],Turning this feature ON will affect all generated filenames which are related to CCX courses.
FEATURES['ENABLE_COURSE_HOME_REDIRECT'],lms,FEATURES['ENABLE_COURSE_HOME_REDIRECT'],django_settings,True,,,True,True,True,,,,,2019-01-15,True,"When enabled, along with the ENABLE_MKTG_SITE feature toggle, users who attempt to access a
   course ""about"" page will be redirected to the course home url.",DjangoSetting,"[504, 504, 504, 504, 504, 504, 504]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/19604,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L504-L504,['open_edx'],
FEATURES['ENABLE_COURSE_OLX_VALIDATION'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_COURSE_SORTING_BY_START_DATE'],lms,FEATURES['ENABLE_COURSE_SORTING_BY_START_DATE'],django_settings,True,,,True,True,True,,,,,2015-03-27,True,"When a user goes to the homepage ('/') the user sees the courses listed in the
   announcement dates order - this is default Open edX behavior. Set to True to change the course sorting behavior
   by their start dates, latest first.",DjangoSetting,"[493, 493, 493, 493, 493, 493, 493]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/7548,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L493-L493,['open_edx'],
FEATURES['ENABLE_CREATOR_GROUP'],lms,,django_settings,False,,,True,False,False,,,,,,,,,,,,,,,
FEATURES['ENABLE_CREDIT_API'],lms,,django_settings,True,,,,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_CREDIT_ELIGIBILITY'],lms,FEATURES['ENABLE_CREDIT_ELIGIBILITY'],django_settings,True,,,True,True,True,,,,,2015-06-17,True,"When enabled, it is possible to define a credit eligibility criteria in the CMS. A ""Credit
   Eligibility"" section then appears for those courses in the LMS.",DjangoSetting,"[3511, 3511, 3511, 3511, 3511, 3511, 3511]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/8550,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L3511-L3511,['open_edx'],
FEATURES['ENABLE_CROSS_DOMAIN_CSRF_COOKIE'],lms,,django_settings,True,,,,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_CSMH_EXTENDED'],lms,FEATURES['ENABLE_CSMH_EXTENDED'],django_settings,True,,,True,True,True,,,,,2020-11-05,True,"Write Courseware Student Module History (CSMH) to the extended table: this logs all
   student activities to MySQL, in a separate database.",DjangoSetting,"[749, 749, 749, 749, 749, 749, 749]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L749-L749,['open_edx'],"Even though most Open edX instances run with a separate CSMH database, it may not always be
   the case. When disabling this feature flag, remember to remove ""lms.djangoapps.coursewarehistoryextended""
   from the INSTALLED_APPS and the ""StudentModuleHistoryExtendedRouter"" from the DATABASE_ROUTERS."
FEATURES['ENABLE_DASHBOARD_SEARCH'],lms,FEATURES['ENABLE_DASHBOARD_SEARCH'],django_settings,True,,,False,False,False,,,,,2015-01-29,False,"When enabled, this adds a Search Your Courses widget on the dashboard page for searching
   courseware data.",DjangoSetting,"[600, 600, 600, 600, 600, 600, 600, 600]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/6506,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L600-L600,['open_edx'],"In order to get this working, your courses data should be indexed in Elasticsearch."
FEATURES['ENABLE_DEBUG_RUN_PYTHON'],lms,,django_settings,False,,,False,False,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_DISCUSSION_EMAIL_DIGEST'],lms,FEATURES['ENABLE_DISCUSSION_EMAIL_DIGEST'],django_settings,True,,,False,False,False,,,,,2014-08-19,False,"Set this to True if you want the discussion digest emails
   enabled automatically for new users. This will be set on all new account
   registrations.",DjangoSetting,"[165, 165, 165, 165, 165, 165, 165, 165, 165]",lms/envs/common.py,None,https://github.com/openedx/edx-platform/pull/4891,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L165-L165,['open_edx'],"It is not recommended to enable this feature if ENABLE_DISCUSSION_HOME_PANEL is not enabled,
   since subscribers who receive digests in that case will only be able to unsubscribe via links embedded in
   their emails, and they will have no way to resubscribe."
FEATURES['ENABLE_DISCUSSION_HOME_PANEL'],lms,FEATURES['ENABLE_DISCUSSION_HOME_PANEL'],django_settings,True,,,True,True,True,,,,,2013-07-30,True,"Hides or displays a welcome panel under the Discussion tab, which includes a subscription
   on/off setting for discussion digest emails.",DjangoSetting,"[154, 154, 154, 154, 154, 154, 154, 154]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/520,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L154-L154,['open_edx'],This should remain off in production until digest notifications are online.
FEATURES['ENABLE_DISCUSSION_SERVICE'],lms,FEATURES['ENABLE_DISCUSSION_SERVICE'],django_settings,True,,,True,True,True,,,,,2012-08-14,True,"When True, it will enable the Discussion tab in courseware for all courses. Setting this
   to False will not contain inline discussion components and discussion tab in any courses.",DjangoSetting,"[130, 130, 130, 130, 130, 130, 130]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L130-L130,['open_edx'],"If the discussion panel is present in the course and the value for this flag is False then,
   attempting to expand those components will cause errors. So, this should only be set to False with an LMS that
   is running courses that do not contain discussion components.
   For consistency in user-experience, keep the value in sync with the setting of the same name in the CMS."
FEATURES['ENABLE_DJANGO_ADMIN_SITE'],lms,FEATURES['ENABLE_DJANGO_ADMIN_SITE'],django_settings,True,,,True,True,True,,,,,2013-09-26,True,Set to False if you want to disable Django's admin site.,DjangoSetting,"[191, 191, 191, 191, 191, 191, 191, 191]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/829,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L191-L191,['open_edx'],It is not recommended to disable this feature as there are many settings available on
FEATURES['ENABLE_EDXNOTES'],lms,FEATURES['ENABLE_EDXNOTES'],django_settings,True,,,True,True,True,,,,,2015-01-04,False,"This toggle enables the students to save and manage their annotations in the
   course using the notes service. The bulk of the actual work in storing the notes is done by
   a separate service (see the edx-notes-api repo).",SettingToggle,"[544, 544, 544, 544, 544, 544, 544, 544]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/6321,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L544-L544,['open_edx'],"Requires the edx-notes-api service properly running and to have configured the django settings
   EDXNOTES_INTERNAL_API and EDXNOTES_PUBLIC_API. If you update this setting, also update it in Studio."
FEATURES['ENABLE_ENROLLMENT_RESET'],lms,,django_settings,True,,,False,False,False,,,,,,,,,,,,,,,
FEATURES['ENABLE_ENROLLMENT_TRACK_USER_PARTITION'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_ENTERPRISE_INTEGRATION'],lms,,django_settings,False,,,False,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_EXAM_SETTINGS_HTML_VIEW'],lms,FEATURES['ENABLE_EXAM_SETTINGS_HTML_VIEW'],django_settings,,,,,,,,,,,2020-07-23,False,"When enabled, users can access the new course authoring view for proctoring exams",SettingDictToggle,"[68, 68, 68, 68, 68, 68, 68]",cms/djangoapps/contentstore/toggles.py,,,https://github.com/openedx/edx-platform/blob/master/cms/djangoapps/contentstore/toggles.py#L68-L68,['open_edx'],None
FEATURES['ENABLE_EXPORT_GIT'],lms,FEATURES['ENABLE_EXPORT_GIT'],django_settings,,,,,,True,,,,,2014-02-13,False,"When enabled, a ""Export to Git"" menu item is added to the course studio for courses that have a
   valid ""giturl"" attribute. Exporting a course to git causes the course to be exported in the directory indicated by
   the GIT_REPO_EXPORT_DIR setting. Note that when this feature is disabled, courses can still be exported to git with
   the git_export management command.",SettingDictToggle,"[7, 7, 7, 7, 7, 7, 7]",cms/djangoapps/contentstore/toggles.py,,,https://github.com/openedx/edx-platform/blob/master/cms/djangoapps/contentstore/toggles.py#L7-L7,['open_edx'],"To enable this feature, the GIT_REPO_EXPORT_DIR setting must be properly defined and point to an
   existing directory."
FEATURES['ENABLE_FEEDBACK_SUBMISSION'],lms,,django_settings,False,,,False,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_FINANCIAL_ASSISTANCE_FORM'],lms,,django_settings,True,,,,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_FOOTER_MOBILE_APP_LINKS'],lms,FEATURES['ENABLE_FOOTER_MOBILE_APP_LINKS'],django_settings,False,,,False,True,True,,,,,2015-01-13,False,"Set to True if you want show the mobile app links (Apple App Store & Google Play Store) in
   the footer.",DjangoSetting,"[531, 531, 531, 531, 531, 531, 531, 531]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/6588,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L531-L531,['open_edx'],"If you set this to True then you should also set your mobile application's app store and play
   store URLs in the MOBILE_STORE_URLS settings dictionary. These links are not part of the default theme. If you
   want these links on your footer then you should use the edx.org theme."
FEATURES['ENABLE_FORUM_DAILY_DIGEST'],lms,FEATURES['ENABLE_FORUM_DAILY_DIGEST'],django_settings,True,,,False,False,False,,,,,2020-03-09,True,"Settings for forums/discussions to on/off daily digest
   feature. Set this to True if you want to enable users to subscribe and unsubscribe
   for daily digest. This setting enables deprecation of daily digest.",DjangoSetting,"[6, 6, 6, 6, 6, 6]",lms/djangoapps/discussion/config/settings.py,,,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/discussion/config/settings.py#L6-L6,['open_edx'],
FEATURES['ENABLE_GRADE_DOWNLOADS'],lms,FEATURES['ENABLE_GRADE_DOWNLOADS'],django_settings,True,,,True,True,True,,,,,2016-07-06,False,"Enable grade CSV downloads from the instructor dashboard. Grade
   calculation started from the instructor dashboard will write grades CSV files to the
   configured storage backend and give links for downloads.",DjangoSetting,"[42, 42, 42, 42, 42, 42, 42]",lms/djangoapps/instructor/settings/common.py,,https://github.com/openedx/edx-platform/pull/11286,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/instructor/settings/common.py#L42-L42,['opt_in'],
FEATURES['ENABLE_HELP_LINK'],lms,FEATURES['ENABLE_HELP_LINK'],django_settings,True,,,True,True,True,,,,,2021-03-05,True,"When True, a help link is displayed on the main navbar. Set False to hide it.",DjangoSetting,"[258, 258, 258, 258, 258, 258, 258]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/26106,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L258-L258,['open_edx'],
FEATURES['ENABLE_HTML_XBLOCK_STUDENT_VIEW_DATA'],lms,FEATURES['ENABLE_HTML_XBLOCK_STUDENT_VIEW_DATA'],django_settings,True,,,False,False,False,,,,,2017-08-28,False,"Whether HTML Block returns HTML content with the Course Blocks API when the API
   is called with student_view_data=html query parameter.",DjangoSetting,"[820, 820, 820, 820, 820, 820, 820, 820]",lms/envs/common.py,,https://openedx.atlassian.net/browse/OSPR-1880,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L820-L820,['open_edx'],"Because the Course Blocks API caches its data, the cache must be cleared (e.g. by
   re-publishing the course) for changes to this flag to take effect."
FEATURES['ENABLE_INSTRUCTOR_ANALYTICS'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_INSTRUCTOR_BACKGROUND_TASKS'],lms,,django_settings,True,,,True,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_INSTRUCTOR_BETA_DASHBOARD'],lms,,django_settings,True,,,,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_INSTRUCTOR_LEGACY_DASHBOARD'],lms,,django_settings,True,,,False,False,False,,,,,,,,,,,,,,,
FEATURES['ENABLE_INTEGRITY_SIGNATURE'],lms,FEATURES['ENABLE_INTEGRITY_SIGNATURE'],django_settings,False,,,False,True,True,,,,,2022-02-15,False,Whether to display honor code agreement for learners before their first grade assignment,DjangoSetting,"[964, 964, 964, 964, 964, 964, 964, 964]",lms/envs/common.py,None,'https://openedx.atlassian.net/browse/MST-1348',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L964-L964,['open_edx'],
FEATURES['ENABLE_LEARNER_RECORDS'],lms,FEATURES['ENABLE_LEARNER_RECORDS'],django_settings,True,SettingDictToggle,content-aperture,True,True,True,openedx.core.djangoapps.credentials.helpers,,,,2020-10-01,True,"Enable learner records for the whole platform. This setting may be overridden by site- and
   org-specific site configurations with the same name.",SettingDictToggle,"[9, 9, 9, 9, 9, 9, 9]",openedx/core/djangoapps/credentials/helpers.py,,,https://github.com/openedx/edx-platform/blob/master/openedx/core/djangoapps/credentials/helpers.py#L9-L9,['open_edx'],"Enabling this feature requires that the definition of the ``CREDENTIALS_PUBLIC_SERVICE_URL``
   setting."
FEATURES['ENABLE_LIBRARY_AUTHORING_MICROFRONTEND'],lms,FEATURES['ENABLE_LIBRARY_AUTHORING_MICROFRONTEND'],django_settings,,,,,,,,,,,2020-06-20,False,Set to True to enable the Library Authoring MFE,DjangoSetting,"[438, 438, 438, 438, 438, 438, 438, 438, 438]",cms/envs/common.py,2020-12-31,https://openedx.atlassian.net/wiki/spaces/COMM/pages/1545011241/BD-14+Blockstore+Powered+Content+Libraries+Taxonomies,https://github.com/openedx/edx-platform/blob/master/cms/envs/common.py#L438-L438,['temporary'],"Also set settings.LIBRARY_AUTHORING_MICROFRONTEND_URL and see
   REDIRECT_TO_LIBRARY_AUTHORING_MICROFRONTEND for rollout."
FEATURES['ENABLE_LMS_MIGRATION'],lms,,django_settings,True,,,False,False,False,,,,,,,,,,,,,,,
FEATURES['ENABLE_LOGIN_MICROFRONTEND'],lms,FEATURES['ENABLE_LOGIN_MICROFRONTEND'],django_settings,True,,,False,False,False,,,,,2018-05-07,False,Enable the login micro frontend.,DjangoSetting,"[367, 367, 367, 367, 367, 367, 367]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L367-L367,['open_edx'],The login MFE domain name should be listed in LOGIN_REDIRECT_WHITELIST.
FEATURES['ENABLE_LTI_PROVIDER'],lms,FEATURES['ENABLE_LTI_PROVIDER'],django_settings,False,,,True,False,True,,,,,2015-04-24,False,"When set to True, Open edX site can be used as an LTI Provider to other systems
    and applications.",DjangoSetting,"[710, 710, 710, 710, 710, 710, 710, 710]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/7689,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L710-L710,['open_edx'],"After enabling this feature flag there are multiple steps invloved to configure edX
    as LTI provider. Full guide is available here:
    https://edx.readthedocs.io/projects/edx-installing-configuring-and-running/en/latest/configuration/lti/index.html"
FEATURES['ENABLE_MASQUERADE'],lms,FEATURES['ENABLE_MASQUERADE'],django_settings,True,,,True,True,True,,,,,2013-04-13,True,None,DjangoSetting,"[203, 203, 203, 203, 203, 203]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L203-L203,['open_edx'],
FEATURES['ENABLE_MAX_FAILED_LOGIN_ATTEMPTS'],lms,FEATURES['ENABLE_MAX_FAILED_LOGIN_ATTEMPTS'],django_settings,True,,,True,True,True,,,,,2014-01-30,True,"This feature will keep track of the number of failed login attempts on a given user's
   email. If the number of consecutive failed login attempts - without a successful login at some point - reaches
   a configurable threshold (default 6), then the account will be locked for a configurable amount of seconds
   (30 minutes) which will prevent additional login attempts until this time period has passed. If a user
   successfully logs in, all the counter which tracks the number of failed attempts will be reset back to 0. If
   set to False then account locking will be disabled for failed login attempts.",DjangoSetting,"[421, 421, 421, 421, 421, 421, 421]",lms/envs/common.py,,https://github.com/openedx/edx-platform/pull/2331,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L421-L421,['open_edx'],
FEATURES['ENABLE_MKTG_EMAIL_OPT_IN'],lms,,django_settings,False,,,False,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_MKTG_SITE'],lms,FEATURES['ENABLE_MKTG_SITE'],django_settings,False,,,False,True,True,,,,,2014-03-24,False,Toggle to enable alternate urls for marketing links.,DjangoSetting,"[469, 469, 469, 469, 469, 469, 469]",lms/envs/common.py,,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L469-L469,['open_edx'],"When this is enabled, the MKTG_URLS setting should be defined. The use case of this feature
   toggle is uncertain."
FEATURES['ENABLE_MOBILE_REST_API'],lms,,django_settings,False,,,False,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_NEW_BULK_EMAIL_EXPERIENCE'],lms,FEATURES['ENABLE_NEW_BULK_EMAIL_EXPERIENCE'],django_settings,False,,,False,True,True,,,,,2022-03-21,False,"When true, replaces the bulk email tool found on the
   instructor dashboard with a link to the new communications MFE version instead.
   Stting the tool to false will leave the old bulk email tool experience in place.",DjangoSetting,"[975, 975, 975, 975, 975, 975, 975, 975]",lms/envs/common.py,None,'https://openedx.atlassian.net/browse/MICROBA-1758',https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L975-L975,['opt_in'],
FEATURES['ENABLE_OAUTH2_PROVIDER'],lms,FEATURES['ENABLE_OAUTH2_PROVIDER'],django_settings,True,,,True,True,True,,,,,2014-09-09,False,"Enable this feature to allow this Open edX platform to be an OAuth2 authentication
   provider. This is necessary to enable some other features, such as the REST API for the mobile application.",DjangoSetting,"[220, 220, 220, 220, 220, 220, 220, 220]",lms/envs/common.py,None,,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L220-L220,['temporary'],This temporary feature toggle does not have a target removal date.
FEATURES['ENABLE_ONE_CLICK_PROGRAM_PURCHASE'],lms,,django_settings,True,,,False,False,False,,,,,,,,,,,,,,,
FEATURES['ENABLE_OPENBADGES'],lms,FEATURES['ENABLE_OPENBADGES'],django_settings,True,,,False,False,False,,,,,2015-04-30,False,Enables support for the creation of OpenBadges as a method of awarding credentials.,DjangoSetting,"[697, 697, 697, 697, 697, 697, 697, 697]",lms/envs/common.py,,https://openedx.atlassian.net/browse/SOL-1325,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L697-L697,['open_edx'],"The following settings (all of which are in the same file) should be set or reviewed prior to
    enabling this setting: BADGING_BACKEND, BADGR_API_TOKEN, BADGR_BASE_URL, BADGR_ISSUER_SLUG, BADGR_TIMEOUT.
    Full guide for setting up OpenBadges available here:
    https://edx.readthedocs.io/projects/edx-installing-configuring-and-running/en/latest/configuration/enable_badging.html  pylint: disable=line-too-long,useless-suppression"
FEATURES['ENABLE_ORA_ALL_FILE_URLS'],lms,FEATURES['ENABLE_ORA_ALL_FILE_URLS'],django_settings,True,,,False,False,False,,,,,2020-03-03,False,"A ""work-around"" feature toggle meant to help in cases where some file uploads are not
   discoverable.  If enabled, will iterate through all possible file key suffixes up to the max for displaying
   file metadata in staff assessments.",DjangoSetting,"[883, 883, 883, 883, 883, 883, 883, 883, 883]",lms/envs/common.py,None,https://openedx.atlassian.net/browse/EDUCATOR-4951,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L883-L883,['temporary'],This temporary feature toggle does not have a target removal date.
FEATURES['ENABLE_ORA_MOBILE_SUPPORT'],lms,,django_settings,True,,,,True,True,,,,,,,,,,,,,,,
FEATURES['ENABLE_ORA_TEAM_SUBMISSIONS'],lms,FEATURES['ENABLE_ORA_TEAM_SUBMISSIONS'],django_settings,True,SettingDictToggle,content-aurora,False,False,False,lms.djangoapps.teams.toggles,,,,2020-03-03,False,Set to True to enable team-based ORA submissions.,SettingDictToggle,"[12, 12, 12, 12, 12, 12, 12, 12, 12]",lms/djangoapps/teams/toggles.py,None,https://openedx.atlassian.net/browse/EDUCATOR-4951,https://github.com/openedx/edx-platform/blob/master/lms/djangoapps/teams/toggles.py#L12-L12,['temporary'],"This temporary feature toggle does not have a target removal date. This can be overridden by a
      course waffle flags or a waffle switch with identical name."
FEATURES['ENABLE_ORA_USERNAMES_ON_DATA_EXPORT'],lms,FEATURES['ENABLE_ORA_USERNAMES_ON_DATA_EXPORT'],django_settings,True,,,True,True,True,,,,,2020-06-11,False,"Set to True to add deanonymized usernames to ORA data
   report.",DjangoSetting,"[909, 909, 909, 909, 909, 909, 909, 909, 909]",lms/envs/common.py,None,https://openedx.atlassian.net/browse/TNL-7273,https://github.com/openedx/edx-platform/blob/master/lms/envs/common.py#L909-L909,['temporary'],This temporary feature toggle does not have a target removal date.
